type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB08516	(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]	2.89	-5.1	2.33e-03 g/l	300.3275	64.68	83.29	31.73	6	3	1	15.36	3.88	0	2	1	true				
small molecule	DB08517	(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one	2.86	-3.5	8.83e-02 g/l	286.2794	75.99	75.77	29.41	2	5	2	9.33	-3.9	0	3	1	true				
small molecule	DB08519	N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine	4.12	-4.3	1.84e-02 g/l	406.4378	106.21	113.95	42.22	7	8	3	13.16	5.15	0	4	1	true				
small molecule	DB08520	(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	3.86	-5.4	1.57e-03 g/l	437.5696	89.98	116.68	48.74	0	4	0		-2.6	0	2	1					
small molecule	DB08521	4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	3.05	-4	3.84e-02 g/l	377.435	58.64	116.31	40	4	3	1	11.91	5.16	0	4	1	true				
small molecule	DB08522	4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE	4.12	-4.6	7.43e-03 g/l	293.3381	30.71	83.69	30.69	4	2	0		5.5	0	4	1	true				
small molecule	DB08523	[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL	0.88	-1.2	1.15e+01 g/l	181.2316	43.7	51.53	20.3	5	3	2	13.45	0.19	0	1	1	true				
small molecule	DB08524	2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE	1.85	-3.8	4.17e-02 g/l	285.2946	66.84	77.76	29.06	6	4	1	8.27	-4.9	0	2	1	true				
small molecule	DB08525	HYDROXY[3-(6-METHYLPYRIDIN-2-YL)PROPYL]FORMAMIDE	0.91	-1.8	3.35e+00 g/l	194.2304	53.43	52.62	20.96	4	3	1	8.51	5.28	0	1	1	true				
small molecule	DB08526	CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE	2.26	-4	3.93e-02 g/l	408.5316	96.89	111.67	46.27	13	4	3	13.38	-2.8	0	1	1	true				
small molecule	DB08527	1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE	1.02	-3.1	2.61e-01 g/l	356.359	149.75	91.63	34.41	3	5	3	10.67	0.9	0	4	1	true				
small molecule	DB08528	2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE	2.19	-4	2.97e-02 g/l	286.349	83.95	80.09	29.34	2	4	1	18.65	0.96	0	2	1	true				
small molecule	DB08529	(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)	3.08	-2.4	1.57e+00 g/l	396.3958	115.06	104.19	41.54	14	6	4	1.15		-2	0	1	true				
small molecule	DB08530	7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	-0.43	-2.6	1.06e+00 g/l	355.4142	78.29	110.52	38.19	3	4	1		8.79	1	4	1	true				
small molecule	DB08531	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	3.92	-5	3.40e-03 g/l	370.235	55.11	110.05	37.36	4	4	1		5.02	0	4	1	true				
small molecule	DB08532	6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	3.18	-4.2	1.78e-02 g/l	319.3357	55.11	91.72	33.2	4	4	1	15.74	4.89	0	4	1	true				
small molecule	DB08533	3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	1.43	-3.7	4.32e-02 g/l	239.2758	55.11	71.89	25.84	3	4	1	16.1	5.15	0	3	1	true				
small molecule	DB08534	5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	3.25	-4.3	1.77e-02 g/l	319.3357	55.11	100.66	33.15	4	4	1		5.02	0	4	1	true				
small molecule	DB08535	3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	3.77	-4.7	7.87e-03 g/l	380.241	55.11	108.06	36.65	4	4	1		4.82	0	4	1	true				
small molecule	DB08536	3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine	3.09	-4.8	5.77e-03 g/l	380.241	55.11	109.46	36.51	4	4	1		1.51	0	4	1	true				
small molecule	DB08537	3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine	2.98	-4.8	6.34e-03 g/l	380.241	55.11	99.95	36.56	4	4	1		5.81	0	4	1	true				
small molecule	DB08538	N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine	3.11	-4.2	2.18e-02 g/l	381.382	94.02	113.98	38.4	5	6	2	16.58	3.27	0	4	1	true				
small molecule	DB08539	3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	3.99	-4.6	7.94e-03 g/l	341.4091	55.11	112.83	38.34	5	4	1		4.84	0	5	1	true				
small molecule	DB08540	2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER	3.6	-3.5	1.18e-01 g/l	388.507	58.03	107.38	41.96	4	5	0		5.55	0	4	1	true				
small molecule	DB08541	[(3S)-9-hydroxy-1-methyl-10-oxo-4,10-dihydro-3H-benzo[g]isochromen-3-yl]acetic acid	2.01	-3.3	1.30e-01 g/l	286.2794	83.83	77.35	29.21	2	5	2	3.73	-4.4	-1	3	1	true				
small molecule	DB08542	3,4-dihydroxy-9,10-secoandrosta-1(10),2,4-triene-9,17-dione	3.17	-4	3.06e-02 g/l	316.3915	74.6	88.19	34.68	3	4	2	9.44	-6.3	0	3	1	true				
small molecule	DB08543	1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE	4.32	-3.3	1.90e-01 g/l	395.5377	48.83	117.4	46.2	7	5	1	14.08	7.25	1	4	1	true				
small molecule	DB08544	(3S)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine	4.09	-5.3	1.70e-03 g/l	309.3261	21.26	80.37	30.34	7	2	1		9.8	1	2	1	true				
small molecule	DB08545	(1R)-1-PHENYLETHYL 4-(ACETYLAMINO)BENZYLPHOSPHONATE	2.51	-3.8	5.69e-02 g/l	332.3108	78.46	89.17	33.51	6	3	1	1.89	-4.4	-1	2	1	true				
small molecule	DB08546	4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE	0.58	-3.6	1.00e-01 g/l	448.4712	129.18	128.21	46.02	4	8	3	14.83	11.48	2	6	1	true				
small molecule	DB08547	PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE	3.2	-4.7	8.50e-03 g/l	430.5339	97.74	114.34	46.94	6	5	1	4.22	-4.8	-1	4	1	true				
small molecule	DB08548	[(4S)-2,2-DIMETHYL-1,3-DIOXOLAN-4-YL]METHYL HYDROGEN HEX-5-ENYLPHOSPHONATE	1.15	-1.5	9.50e+00 g/l	278.2818	64.99	69.37	28.82	8	4	1	1.36	-4.1	-1	1	1	true				
small molecule	DB08549	(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER	0.06	-3.8	7.08e-02 g/l	419.452	125.04	104.89	42.11	5	5	3	-1.4	-4.4	-1	3	1	true				
small molecule	DB08550	7,8-DICHLORO-1,2,3,4-TETRAHYDROISOQUINOLINE	2.68	-3.2	1.39e-01 g/l	202.08	12.03	52.23	19.82	0	1	1		8.35	1	2	1	true				
small molecule	DB08551	(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID	1.22	-4	2.97e-02 g/l	319.141	106.86	76.53	31.81	6	5	4	4.03	-3	-1	2	1	true				
small molecule	DB08552	(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid	1.78	-3.9	3.73e-02 g/l	275.131	69.56	69.27	28.59	5	3	3	12.72	-3	0	2	1	true				
small molecule	DB08553	(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime	2.39	-4	3.87e-02 g/l	373.4509	75.33	120.35	41.93	3	5	2	8.37	10.13	1	5	1	true				
small molecule	DB08554	N-(3-carboxypropanoyl)-L-norvaline	-0.1	-1.4	9.55e+00 g/l	217.2191	103.7	49.96	21.3	7	5	3	3.64	-1.5	-2	0	1	true				
small molecule	DB08555	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	5.32	-5.8	5.39e-04 g/l	350.638	21.59	85.79	32.32	2	2	0		5.21	0	3	1	true				
small molecule	DB08556	5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID	3.45	-4.7	9.30e-03 g/l	435.537	100.54	109.12	43.69	5	5	2	3.8	-7.8	-1	3	1	true				
small molecule	DB08557	2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide	3.09	-4.4	1.36e-02 g/l	377.4363	86.35	120.75	41.99	6	4	2	15.32	2.28	0	4	1	true				
small molecule	DB08558	2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	1.85	-1.9	3.67e+00 g/l	308.434	90.15	79.12	35.6	9	5	4	12.48	-3	0	1	1	true				
small molecule	DB08559	N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide	0.75	-1.8	6.20e+00 g/l	352.405	106.94	85.85	35.04	4	5	4	3.35	-2.6	-1	3	1	true				
small molecule	DB08560	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	4.43	-4.8	7.28e-03 g/l	417.452	63.99	102.59	39.62	4	3	1	6.31	1.42	-1	4	1	true				
small molecule	DB08561	BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE	3.17	-4.3	1.76e-02 g/l	392.428	66.92	116.68	39.88	6	3	0		-5.2	0	4	1	true				
small molecule	DB08562	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	3.13	-5.4	1.33e-03 g/l	309.3591	66.4	91.87	35.04	7	3	2	4.21	-3.8	-1	2	1	true				
small molecule	DB08564	(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide	3.81	-4.6	1.17e-02 g/l	426.31	70.15	113.91	42.29	6	5	2	14.36	8.81	1	3	1	true				
small molecule	DB08565	L-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID	1.35	-3.8	4.46e-02 g/l	274.1	89.79	71.43	28.24	4	4	4	12.74	-0.46	-1	2	1	true				
small molecule	DB08566	D-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID	1.35	-3.8	4.46e-02 g/l	274.1	89.79	71.43	28.47	4	4	4	12.74	-0.46	-1	2	1	true				
small molecule	DB08567	(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine	5.06	-6.3	1.45e-04 g/l	306.23	12.03	85.74	32.45	2	1	1		9.85	1	3	1					
small molecule	DB08568	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	3.39	-5.4	1.35e-03 g/l	358.4363	76.82	107.09	40.41	6	4	2	14.17	9.29	1	4	1	true				
small molecule	DB08569	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	4.16	-5.3	2.18e-03 g/l	437.332	76.82	114.72	44.09	6	4	2	14.17	9.28	1	4	1	true				
small molecule	DB08570	4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID	1.41	-2.6	6.33e-01 g/l	240.1696	132.45	57.48	20.88	3	6	3	3.61	-4.7	-1	1	1	true				
small molecule	DB08571	4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID	0.79	-1.9	2.82e+00 g/l	210.1867	112.65	54.86	19.97	2	5	4	4.65	2.16	-1	1	1	true				
small molecule	DB08572	4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	3.16	-3.9	4.71e-02 g/l	370.4057	145.58	103.34	39.07	7	7	3	11.61	3.72	0	3	1	true				
small molecule	DB08573	3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID	3	-4.2	1.99e-02 g/l	317.769	83.47	71.84	28.3	3	4	2	3.06		-1	2	1	true				
small molecule	DB08574	(5R)-2-SULFANYL-5-[4-(TRIFLUOROMETHYL)BENZYL]-1,3-THIAZOL-4-ONE	3.67	-4.3	1.36e-02 g/l	291.313	29.43	67.07	25.08	3	2	1	5.65	-5.1	-1	2	1	true				
small molecule	DB08575	2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	0.64	-5.4	1.35e-03 g/l	270.373	42.82	80.21	29.39	4	1	3	10.07	5.64	0	3	1	true				
small molecule	DB08576	1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE	0.69	-2.2	1.14e+00 g/l	197.2343	68.02	53.14	20.96	4	4	1	14.72	7.35	1	1	1	true				
small molecule	DB08577	3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	2.09	-3.1	2.14e-01 g/l	296.3205	82.19	85.32	31.86	4	3	3	4.15	-2.1	-1	3	1	true				
small molecule	DB08578	4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid	0.61	-2.9	3.68e-01 g/l	273.083	79.29	57.59	22.62	4	4	2	3.17	2.09	-1	1	1	true				
small molecule	DB08579	4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline	3.18	-3.2	2.06e-01 g/l	311.217	46.33	78.34	30.01	1	2	1		2.44	0	2	1	true				
small molecule	DB08580	4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline	4.45	-5.2	2.61e-03 g/l	393.705	46.33	98.64	36.89	3	2	1		2.3	0	3	1	true				
small molecule	DB08581	4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid	2.7	-4.2	2.32e-02 g/l	411.29	86.71	99.39	39.26	5	4	2	3.04	0.05	-1	2	1	true				
small molecule	DB08582	N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide	2.59	-3.6	1.08e-01 g/l	480.395	78.95	120.08	48.05	5	4	1	12.6	0.085	0	3	1	true				
small molecule	DB08583	2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide	2.86	-4	3.81e-02 g/l	374.439	92.83	122.31	40.76	4	4	2	14.71	3.8	0	4	1	true				
small molecule	DB08584	6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline	2.94	-4.3	1.77e-02 g/l	359.408	73.79	123.74	36.59	3	5	0		4.26	0	5	1	true				
small molecule	DB08585	S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate	0.52	-3.3	2.20e-01 g/l	456.491	162.26	109.48	46.57	16	7	5	1.79	-1.5	-2	0	1	true				
small molecule	DB08586	S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate	1.46	-4.1	3.96e-02 g/l	484.544	162.26	118.68	50.77	18	7	5	1.79	-1.5	-2	0	1	true				
small molecule	DB08587	SINAPINATE	1.63	-2.5	6.31e-01 g/l	224.21	75.99	57.97	22.32	4	5	2	3.61	-4.6	-1	1	1	true				
small molecule	DB08588	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	1.64	-3.7	7.72e-02 g/l	359.4243	85.72	106.65	38.39	3	5	1		8.32	1	4	1	true				
small molecule	DB08589	SYRINGATE	1.84	-1.9	2.64e+00 g/l	212.1993	64.99	52.99	20.61	4	4	1	8.44	-4.6	0	1	1	true				
small molecule	DB08590	1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE	3.51	-4.5	1.52e-02 g/l	440.4492	139.27	118.19	46.79	9	6	2	10.62	2.39	0	3	1	true				
small molecule	DB08591	5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	2.03	-3.6	8.13e-02 g/l	318.348	75.71	81.02	31.55	3	5	1	3.78	-4	-1	3	1	true				
small molecule	DB08592	4-{[4-({4-[(E)-2-cyanoethenyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile	3.8	-4.5	1.16e-02 g/l	366.4185	97.42	111.74	40.78	5	6	2	12.93	5.16	0	3	1					
small molecule	DB08593	1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE	0.16	-1.5	6.34e+00 g/l	212.226	66.48	49.42	19.36	1	3	1	3.78		-1	2	1	true				
small molecule	DB08594	TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	0.46	-1.3	8.91e+00 g/l	171.197	65.36	43.95	17.61	3	3	1	9.76		0	0	1	true				
small molecule	DB08595	4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	4.76	-3.9	3.55e-02 g/l	258.3554	29.46	77.62	29.41	1	2	1	9.47	-4.2	0	3	1	true				
small molecule	DB08596	5'-deoxy-5'-piperidin-1-ylthymidine	0.15	-1.1	2.55e+01 g/l	309.3608	82.11	79.28	32.59	3	5	2	9.98	8.66	1	3	1	true				
small molecule	DB08597	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	3.84	-4.4	1.48e-02 g/l	399.4882	55.55	128.51	45.75	6	5	0		8.81	1	5	1	true				
small molecule	DB08598	4-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	3.22	-4	3.13e-02 g/l	321.868	18.51	96.02	35.61	2	1	1	8.11	6.56	0	3	1	true				
small molecule	DB08599	N-[(4-methoxyphenyl)sulfonyl]-D-alanine	0.37	-2	2.67e+00 g/l	259.279	92.7	60.15	24.37	4	5	2	2.67	-4.8	-1	1	1	true				
small molecule	DB08600	5-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	3.23	-4	3.10e-02 g/l	321.868	18.51	96.02	35.3	2	1	1	8.23	6.53	0	3	1	true				
small molecule	DB08601	tributylstannanyl	6.17	-3.5	8.82e-02 g/l	290.05	0	58.42	27.18	9	0	0			0	0	1	true				
small molecule	DB08602	3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one	3.14	-4.6	7.90e-03 g/l	304.315	32.67	80.42	28.43	1	2	0		-2.8	0	3	1	true				
small molecule	DB08603	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	0.82	-3.8	5.50e-02 g/l	332.846	89.26	84.35	34.06	8	4	2	10.4	9.78	1	1	1	true				
small molecule	DB08604	Triclosan	5.53	-4.7	6.05e-03 g/l	289.542	29.46	68.69	25.92	2	1	1	7.68	-6.7	0	2	1	true			7.9	The terminal plasma half life of triclosan is 21 h (Sandborgh-Englund et al., 2006).
small molecule	DB08605	6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL	1.31	-3.4	1.15e-01 g/l	272.152	72.19	62.85	27.33	2	4	1	6.09	1.24	-1	2	1	true				
small molecule	DB08606	(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL	-0.07	-2.5	9.96e-01 g/l	293.388	91.06	82.52	31.34	4	5	3	13.47	8.71	1	3	1	true				
small molecule	DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	4.16	-5.6	1.21e-03 g/l	441.54	84.86	120.99	47.21	5	5	2	6.61	-4.6	-1	4	1					
small molecule	DB08608	4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE	1.82	-4	3.66e-02 g/l	383.3649	84.64	91.42	35.87	3	4	1	9.55	-0.088	0	2	1	true				
small molecule	DB08609	(N-{4-[(ETHYLANILINO)SULFONYL]-2-METHYLPHENYL}-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANAMIDE	3.17	-4.8	7.34e-03 g/l	430.441	86.71	104.05	40.37	6	4	2	9.45	-5.2	0	2	1	true				
small molecule	DB08610	N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE	3.58	-5.9	4.19e-04 g/l	360.878	64.35	102.11	40.66	8	3	2	14.54	9.16	1	2	1	true				
small molecule	DB08611	2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	3.04	-4	2.97e-02 g/l	268.2311	29.46	64.6	23.76	4	2	1	15.1	-2.8	0	2	1	true				
small molecule	DB08612	1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE	4.68	-5.3	1.16e-03 g/l	256.328	17.07	62.01	26.5	10	1	0	12.48	-9.7	0	0	1	true				
small molecule	DB08613	2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL	2.62	-3.6	1.16e-01 g/l	423.409	78.59	99.84	40.36	4	4	2	7.11	5.68	0	4	1	true				
small molecule	DB08614	3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE	2.45	-4.9	6.59e-03 g/l	488.481	124.68	115.91	45.15	8	6	3	8.17	0.23	0	2	1	true				
small molecule	DB08615	2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM	-0.21	-5.1	2.40e-03 g/l	285.384	27.35	94.11	32.33	2	2	1	8.93	3.37	1	3	1	true				
small molecule	DB08617	4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE	-0.9	-2.8	3.63e-01 g/l	247.2137	63.32	55.54	21.67	5	3	2	2.14	9.44	0	1	1	true				
small molecule	DB08618	3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER	0.91	-1.6	9.49e+00 g/l	339.3233	76.07	84.81	33.8	5	4	1	2.12	8.77	0	3	1	true				
small molecule	DB08619	TESTOSTERONE HEMISUCCINATE	3.41	-4.7	8.44e-03 g/l	388.4972	80.67	104.47	43.5	5	4	1	4.31	-4.8	-1	4	1	true				
small molecule	DB08620	{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide	1.91	-2.7	4.58e-01 g/l	252.723	52.28	67.05	24.48	2	4	0		1.62	0	2	1	true				
small molecule	DB08621	THIAMPHENICOL	0.33	-2.2	2.27e+00 g/l	356.222	103.7	79.88	32.29	6	5	3	7.65	-2.8	0	1	1	true				
small molecule	DB08622	4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL	4.71	-6.5	1.41e-04 g/l	452.048	23.47	124.89	47.82	6	2	1	13.96	8.69	1	4	1					
small molecule	DB08623	2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID	1.07	-3.8	5.34e-02 g/l	354.401	116.06	83.89	32.9	6	6	3	3.62	0.098	-2	2	1	true				
small molecule	DB08624	BENZOTHIAZOLE	0.59	-3.4	1.30e-01 g/l	291.372	117.88	88.29	30.44	6	6	4	16.52	12	1	2	1	true				
small molecule	DB08626	Thiorphan	1.78	-2.8	4.45e-01 g/l	253.317	66.4	67.15	25.93	6	3	3	4.02	-1.8	-1	1	1	true				
small molecule	DB08627	(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE	2.68	-3.2	1.51e-01 g/l	224.319	37.3	67.69	24.79	2	2	1	6.87	-6.1	-1	1	1	true				
small molecule	DB08628	(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE	1.93	-2.5	5.82e-01 g/l	196.266	37.3	57.73	20.57	2	2	1	6.76	-6.1	-1	1	1	true				
small molecule	DB08629	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	1.4	-1.2	1.38e+01 g/l	225.3736	32.5	69.33	28.24	4	3	1		9.65	2	2	1	true				
