drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	description
DB08232	{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID	small molecule	experimental			InChIKey=BVBGZXXLVHYBKI-UHFFFAOYSA-N	InChI=1S/C21H16N4O5/c22-19-5-4-16-18(24-19)10-17(23-16)15-7-11(8-20(26)27)6-14(21(15)28)12-2-1-3-13(9-12)25(29)30/h1-7,9-10,23,28H,8H2,(H2,22,24)(H,26,27)	
DB08233	6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE	small molecule	experimental			InChIKey=RFSDQDHHBKYQOD-UHFFFAOYSA-N	InChI=1S/C18H21N5O2/c24-14-8-6-13(7-9-14)21-18-22-16-15(19-11-20-16)17(23-18)25-10-12-4-2-1-3-5-12/h6-9,11-12,24H,1-5,10H2,(H2,19,20,21,22,23)	
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine	small molecule	experimental			InChIKey=NNFDQABYXZBKRK-UHFFFAOYSA-N	InChI=1S/C17H20N4O2/c1-4-14-13(16(18)21-17(19)20-14)7-5-6-11-10-12(22-2)8-9-15(11)23-3/h8-10H,4,6H2,1-3H3,(H4,18,19,20,21)	
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	small molecule	experimental			InChIKey=ACAKNPKRLPMONU-UHFFFAOYSA-N	InChI=1S/C16H16N2OS/c1-11-12(13-5-2-3-6-14(13)18-11)8-9-17-16(19)15-7-4-10-20-15/h2-7,10,18H,8-9H2,1H3,(H,17,19)	
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one	small molecule	experimental			InChIKey=KEGQNJITMFBVAC-HNNXBMFYSA-N	InChI=1S/C15H11BrClNO2S/c16-10-3-1-2-9(6-10)15-18(14(20)8-21-15)12-7-11(17)4-5-13(12)19/h1-7,15,19H,8H2/t15-/m0/s1	
DB08237	2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate)	small molecule	experimental			InChIKey=COMPKRGNHXOXMN-GVDBMIGSSA-N	InChI=1S/C21H22N5O7P/c27-15-8-17(33-16(15)10-32-34(29,30)31)26-11-23-18-19(26)24-21(25-20(18)28)22-9-13-6-3-5-12-4-1-2-7-14(12)13/h1-7,11,15-17,27H,8-10H2,(H2,29,30,31)(H2,22,24,25,28)/t15-,16+,17+/m0/s1	
DB08238	5-AMINO-NAPHTALENE-2-MONOSULFONATE	small molecule	experimental			InChIKey=UWPJYQYRSWYIGZ-UHFFFAOYSA-N	InChI=1S/C10H9NO3S/c11-10-3-1-2-7-6-8(15(12,13)14)4-5-9(7)10/h1-6H,11H2,(H,12,13,14)	
DB08239	(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	small molecule	experimental			InChIKey=NKLVBHMAIMEVEH-QFIPXVFZSA-N	InChI=1S/C23H25F2N3O/c1-27(19-9-11-26-12-10-19)23(29)28-15-17(20-14-18(24)7-8-21(20)25)13-22(28)16-5-3-2-4-6-16/h2-8,13-14,19,22,26H,9-12,15H2,1H3/t22-/m0/s1	
DB08240	N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE	small molecule	experimental			InChIKey=RQAQWBFHPMSXKR-UHFFFAOYSA-N	InChI=1S/C17H13ClNO5P/c18-13-5-7-14(8-6-13)19-17(20)15-9-11-3-1-2-4-12(11)10-16(15)24-25(21,22)23/h1-10H,(H,19,20)(H2,21,22,23)	
DB08241	4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE	small molecule	experimental			InChIKey=RUUOIINPNMNPIU-UHFFFAOYSA-N	InChI=1S/C19H22N6O2/c20-16(26)13-6-8-14(9-7-13)23-19-24-17-15(21-11-22-17)18(25-19)27-10-12-4-2-1-3-5-12/h6-9,11-12H,1-5,10H2,(H2,20,26)(H2,21,22,23,24,25)	
DB08242	N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide	small molecule	experimental			InChIKey=OYTBZXSFNNAVKU-UHFFFAOYSA-N	InChI=1S/C20H18N6O/c1-13-8-9-14(20(27)21-2)10-17(13)25-18-16-11-24-26(19(16)23-12-22-18)15-6-4-3-5-7-15/h3-12H,1-2H3,(H,21,27)(H,22,23,25)	
DB08244	(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE	small molecule	experimental			InChIKey=VCOUEHUEFUDZIS-PMACEKPBSA-N	InChI=1S/C21H20F2N2O/c22-16-8-9-18(23)17(11-16)15-10-19(13-4-2-1-3-5-13)25(12-15)21(26)20(24)14-6-7-14/h1-5,8-11,14,19-20H,6-7,12,24H2/t19-,20-/m0/s1	
DB08245	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE	small molecule	experimental			InChIKey=FQCJFJRLZCIFHB-YNEHKIRRSA-N	InChI=1S/C13H15N2O8P/c16-11-6-13(23-12(11)7-22-24(19,20)21)14-4-3-8-5-9(15(17)18)1-2-10(8)14/h1-5,11-13,16H,6-7H2,(H2,19,20,21)/t11-,12+,13+/m0/s1	
DB08246	(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	small molecule	experimental			InChIKey=WFFMEXQHWXEKBV-SFHVURJKSA-N	InChI=1S/C19H18F2N2O/c1-22(2)19(24)23-12-14(16-11-15(20)8-9-17(16)21)10-18(23)13-6-4-3-5-7-13/h3-11,18H,12H2,1-2H3/t18-/m0/s1	
DB08247	6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE	small molecule	experimental			InChIKey=JABXNQUXGJTKRO-UHFFFAOYSA-N	InChI=1S/C15H23N5O/c1-9(2)12-17-11-13(18-12)19-15(16)20-14(11)21-8-10-6-4-3-5-7-10/h9-10H,3-8H2,1-2H3,(H3,16,17,18,19,20)	
DB08248	3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE	small molecule	experimental			InChIKey=BKDUVKJYBJDZQW-UHFFFAOYSA-N	InChI=1S/C18H22N6O3S/c19-28(25,26)14-8-4-7-13(9-14)22-18-23-16-15(20-11-21-16)17(24-18)27-10-12-5-2-1-3-6-12/h4,7-9,11-12H,1-3,5-6,10H2,(H2,19,25,26)(H2,20,21,22,23,24)	
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL	small molecule	experimental			InChIKey=MJELOWOAIAAUJT-UHFFFAOYSA-N	InChI=1S/C18H38O6/c1-2-3-4-5-6-7-9-20-11-13-22-15-17-24-18-16-23-14-12-21-10-8-19/h19H,2-18H2,1H3	
DB08250	(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE	small molecule	experimental			InChIKey=OQMVLDZJPRSNOG-NRFANRHFSA-N	InChI=1S/C21H24F2N4O/c1-2-25-20(28)27-21(11-6-12-24,15-7-4-3-5-8-15)14-19(26-27)17-13-16(22)9-10-18(17)23/h3-5,7-10,13H,2,6,11-12,14,24H2,1H3,(H,25,28)/t21-/m0/s1	
DB08251	4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID	small molecule	experimental			InChIKey=JNRAPROKLOUIRA-AWEZNQCLSA-N	InChI=1S/C17H14N2O6/c20-9-14(6-15(21)22)19-16(23)13-5-12(7-18-8-13)10-1-3-11(4-2-10)17(24)25/h1-5,7-9,14H,6H2,(H,19,23)(H,21,22)(H,24,25)/t14-/m0/s1	
DB08252	2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID	small molecule	experimental			InChIKey=SXAUIPSOPPASFY-VHEBQXMUSA-N	InChI=1S/C17H12N2O3/c20-16-10-9-15(11-5-1-2-6-12(11)16)19-18-14-8-4-3-7-13(14)17(21)22/h1-10,20H,(H,21,22)/b19-18+	
DB08253	NAM NAPTHYLAMINOALANINE	small molecule	experimental			InChIKey=DGFMSNJYBBNHCX-LBPRGKRZSA-N	InChI=1S/C13H14N2O/c14-12(13(15)16)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8,14H2,(H2,15,16)/t12-/m0/s1	
DB08254	2-NAPHTHALENESULFONIC ACID	small molecule	experimental			InChIKey=KVBGVZZKJNLNJU-UHFFFAOYSA-N	InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)	
DB08255	(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL	small molecule	experimental			InChIKey=QWOPEBCGKASVQP-QXOHVQIXSA-N	InChI=1S/C10H17NO4S/c1-2-3-6-11-7-9(14)8(13)5(4-12)15-10(7)16-6/h5,7-10,12-14H,2-4H2,1H3/t5-,7-,8-,9-,10-/m1/s1	
DB08256	N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE	small molecule	experimental			InChIKey=NVORCMBCUHQRDL-UHFFFAOYSA-N	InChI=1S/C9H16N2O3/c12-8(13)6-10-9(14)11-7-4-2-1-3-5-7/h7H,1-6H2,(H,12,13)(H2,10,11,14)	
DB08257	4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID	small molecule	experimental			InChIKey=WSVFRGGLURJIMG-UHFFFAOYSA-N	InChI=1S/C11H20N2O3/c14-10(15)7-4-8-12-11(16)13-9-5-2-1-3-6-9/h9H,1-8H2,(H,14,15)(H2,12,13,16)	
DB08258	6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID	small molecule	experimental			InChIKey=KFTVEPYSUSWBRD-UHFFFAOYSA-N	InChI=1S/C13H24N2O3/c16-12(17)9-5-2-6-10-14-13(18)15-11-7-3-1-4-8-11/h11H,1-10H2,(H,16,17)(H2,14,15,18)	
DB08259	7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID	small molecule	experimental			InChIKey=GYTIWWDVOFXKPF-UHFFFAOYSA-N	InChI=1S/C14H26N2O3/c17-13(18)10-6-1-2-7-11-15-14(19)16-12-8-4-3-5-9-12/h12H,1-11H2,(H,17,18)(H2,15,16,19)	
DB08260	(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide	small molecule	experimental			InChIKey=LFSNQOFOMJLHIW-MEBFFEOJSA-N	InChI=1S/C15H28N2O4S/c1-2-3-4-5-6-7-8-16-15(22)17-10-9-21-14(17)13(20)12(19)11(10)18/h10-14,18-20H,2-9H2,1H3,(H,16,22)/t10-,11+,12-,13+,14+/m0/s1	(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide is a solid. This compound belongs to the oxepanes. These are compounds containing an oxepane ring, which is an a seven-member saturated aliphatic heterocycle with one oxygen and six carbon atoms. This drug targets the protein beta-glucosidase A.
DB08261	2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester	small molecule	experimental			InChIKey=XILHLKXLRFUQFI-QLPKVWCKSA-N	InChI=1S/C18H18O6/c1-9-7-10(23-2)8-12-11(9)3-4-13(19)16(12)18(22)24-17-14(20)5-6-15(17)21/h3-8,14-15,17,19-21H,1-2H3/t14-,15+,17+	2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester is a solid. This compound belongs to the naphthalenecarboxylic acids and derivatives. These are compounds containing a napthalene moiety with a ring carbon which bears a carboxylic acid group or a derivative. This drug targets the protein neocarzinostatin.
DB08262	2,6-dicarboxynaphthalene	small molecule	experimental			InChIKey=RXOHFPCZGPKIRD-UHFFFAOYSA-N	InChI=1S/C12H8O4/c13-11(14)9-3-1-7-5-10(12(15)16)4-2-8(7)6-9/h1-6H,(H,13,14)(H,15,16)	2,6-dicarboxynaphthalene is a solid. This compound belongs to the naphthalenecarboxylic acids. These are compounds containing a napthalene moiety with a ring carbon which bears a carboxylic acid group. This drug targets the proteins hemoglobin subunit alpha and hemoglobin subunit beta.
DB08263	N-(carboxycarbonyl)-D-phenylalanine	small molecule	experimental			InChIKey=ULQWGBCNOHBNDB-MRVPVSSYSA-N	InChI=1S/C11H11NO5/c13-9(11(16)17)12-8(10(14)15)6-7-4-2-1-3-5-7/h1-5,8H,6H2,(H,12,13)(H,14,15)(H,16,17)/t8-/m1/s1	N-(carboxycarbonyl)-D-phenylalanine is a solid. This compound belongs to the n-acyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom. It targets the protein hypoxia-inducible factor 1-alpha inhibitor.
DB08264	(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene	small molecule	experimental			InChIKey=QPUHWUSUBHNZCG-VHSXEESVSA-N	InChI=1S/C10H10O2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12/h1-6,9-12H/t9-,10+/m0/s1	(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene is a solid. This compound belongs to the naphthalenes. These are compounds containing a naphthalene moiety, which consists of two fused benzene rings. Known drug targets of (1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene include naphthalene 1,2-dioxygenase subunit beta and naphthalene 1,2-dioxygenase subunit alpha.
DB08265	2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL	small molecule	experimental			InChIKey=UQIDNSKBUXCODH-UHFFFAOYSA-N	InChI=1S/C14H13BN2O3S/c1-11-6-8-13(9-7-11)21(19,20)17-15(18)14-5-3-2-4-12(14)10-16-17/h2-10,18H,1H3	
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate	small molecule	experimental			InChIKey=LTDLIPXLSBMTFP-HQCMHGIWSA-N	InChI=1S/C23H31NO6/c1-6-9-15(2)11-12-17(4)21(26)20-18(25)14-19(30-22(20)27)16(3)10-7-8-13-24-23(28)29-5/h11-14,16,20H,6-10H2,1-5H3/b15-11+,17-12+,24-13+/t16-,20+/m1/s1	
DB08267	6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	small molecule	experimental			InChIKey=PBZAIUVFRISTSZ-UHFFFAOYSA-N	InChI=1S/C17H15N5O/c18-17-21-14-11(7-6-10-4-2-1-3-5-10)15-13(19-9-20-15)8-12(14)16(23)22-17/h1-5,8-9H,6-7H2,(H,19,20)(H3,18,21,22,23)	6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one is a solid. This compound belongs to the stilbenes. These are organic compounds containing a 1,2-diphenylethylene moiety. Stilbenes (C6-C2-C6) are derived from the common phenylpropene (C6-C3) skeleton building block. The introduction of one or more hydroxyl groups to a phenyl ring lead to stilbenoids. It is known to target queuine tRNA-ribosyltransferase.
DB08268	6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	small molecule	experimental			InChIKey=SPVJRTJUEVXOMS-UHFFFAOYSA-N	InChI=1S/C18H17N5O/c1-10-2-4-11(5-3-10)6-7-12-15-13(17(24)23-18(19)22-15)8-14-16(12)21-9-20-14/h2-5,8-9H,6-7H2,1H3,(H,20,21)(H3,19,22,23,24)	
DB08270	N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE	small molecule	experimental			InChIKey=QPXXBNKMAHUXBB-PMACEKPBSA-N	InChI=1S/C22H29F3N4O3S/c1-14(2)13-19(21(30)28-12-11-26)29-20(22(23,24)25)17-5-3-15(4-6-17)16-7-9-18(10-8-16)33(27,31)32/h3-10,14,19-20,29H,11-13,26H2,1-2H3,(H,28,30)(H2,27,31,32)/t19-,20-/m0/s1	
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	small molecule	experimental			InChIKey=JIRXORZYIXSWOB-UHFFFAOYSA-N	InChI=1S/C13H20N2O5S/c1-10(2)8-15(9-13(16)14-17)21(18,19)12-6-4-11(20-3)5-7-12/h4-7,10,17H,8-9H2,1-3H3,(H,14,16)	
DB08272	(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID	small molecule	experimental			InChIKey=YDWIUFASTTZKNI-UONOGXRCSA-N	InChI=1S/C16H17NO4/c17-14(16(20)21)9-13(15(18)19)8-10-5-6-11-3-1-2-4-12(11)7-10/h1-7,13-14H,8-9,17H2,(H,18,19)(H,20,21)/t13-,14+/m0/s1	
DB08273	4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION	small molecule	experimental			InChIKey=LKGGMBQFWIIXJM-UHFFFAOYSA-M	InChI=1S/C14H17IN2O6/c15-10-6-9(7-11(14(10)21)17(22)23)8-12(18)16-5-3-1-2-4-13(19)20/h6-7,21H,1-5,8H2,(H,16,18)(H,19,20)/p-1	
DB08274	6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE	small molecule	experimental			InChIKey=YKJXQZGJGDTEOC-AWEZNQCLSA-N	InChI=1S/C19H22O3/c1-2-14(13-9-5-3-6-10-13)17-18(20)15-11-7-4-8-12-16(15)22-19(17)21/h3,5-6,9-10,14,20H,2,4,7-8,11-12H2,1H3/t14-/m0/s1	
DB08275	N-DODECANOYL-L-TYROSINE	small molecule	experimental			InChIKey=SVQAZCRYIXURJT-IBGZPJMESA-N	InChI=1S/C21H33NO4/c1-2-3-4-5-6-7-8-9-10-11-20(24)22-19(21(25)26)16-17-12-14-18(23)15-13-17/h12-15,19,23H,2-11,16H2,1H3,(H,22,24)(H,25,26)/t19-/m0/s1	
DB08276	N-METHYL O-NITROPHENYL AMINOETHYLDIPHOSPHATE BERYLLIUM TRIFLUORIDE	small molecule	experimental			InChIKey=LIFJVXDWLUOXQS-UHFFFAOYSA-J	InChI=1S/C9H14N2O9P2.Be.3FH/c1-10(8-4-2-3-5-9(8)11(12)13)6-7-19-22(17,18)20-21(14,15)16;;;;/h2-5H,6-7H2,1H3,(H,17,18)(H2,14,15,16);;3*1H/q;+3;;;/p-4	
DB08277	2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	small molecule	experimental			InChIKey=ULLPKOZNMAWTIP-JGSHYQHOSA-N	InChI=1S/C21H27ClFNO4S/c1-20(2,28-17-5-4-15(23)8-16(17)22)19(25)24-18-13-6-12-7-14(18)11-21(9-12,10-13)29(3,26)27/h4-5,8,12-14,18H,6-7,9-11H2,1-3H3,(H,24,25)/t12-,13-,14+,18-,21-	
DB08278	1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE	small molecule	experimental			InChIKey=QEMCDXCXSVPAAB-UHFFFAOYSA-N	InChI=1S/C21H18FN3O4S/c22-13-7-8-16-14(11-13)19(26)18(21(27)25(16)10-9-12-5-6-12)20-23-15-3-1-2-4-17(15)30(28,29)24-20/h1-4,7-8,11-12,26H,5-6,9-10H2,(H,23,24)	
DB08279	3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID	small molecule	experimental			InChIKey=RZXQBIKGWSLVEK-WOVMCDHWSA-N	InChI=1S/C22H27NO3S/c1-14(2)23(21(24)17-11-9-15(3)10-12-17)18-13-19(27-20(18)22(25)26)16-7-5-4-6-8-16/h4-8,13-15,17H,9-12H2,1-3H3,(H,25,26)/t15-,17+	
DB08280	(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	small molecule	experimental			InChIKey=MNVKIDPRYUGTTG-YINOZDTMSA-N	InChI=1S/C22H30N2O4/c1-21(2,28-17-6-4-16(27-3)5-7-17)20(26)24-18-14-8-13-9-15(18)12-22(10-13,11-14)19(23)25/h4-7,13-15,18H,8-12H2,1-3H3,(H2,23,25)(H,24,26)/t13-,14-,15+,18-,22-	
DB08281	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate	small molecule	experimental			InChIKey=BDVAWAILQCYMQE-UHFFFAOYSA-N	InChI=1S/C17H13BrN2O3S/c18-11-5-7-12(8-6-11)19-17(24)23-10-9-20-15(21)13-3-1-2-4-14(13)16(20)22/h1-8H,9-10H2,(H,19,24)	
DB08282	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate	small molecule	experimental			InChIKey=BWRRXOIACQYNEK-UHFFFAOYSA-N	InChI=1S/C17H13ClN2O3S/c18-11-5-7-12(8-6-11)19-17(24)23-10-9-20-15(21)13-3-1-2-4-14(13)16(20)22/h1-8H,9-10H2,(H,19,24)	
DB08283	(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	small molecule	experimental			InChIKey=FTSCEGKYKXESFF-LXTVHRRPSA-N	InChI=1S/C15H31NO4/c1-2-3-4-5-6-7-8-9-16-10-13(18)15(20)14(19)12(16)11-17/h12-15,17-20H,2-11H2,1H3/t12-,13+,14-,15-/m1/s1	
DB08284	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate	small molecule	experimental			InChIKey=CYYIBMGIJWXZEP-UHFFFAOYSA-N	InChI=1S/C17H13IN2O3S/c18-11-5-7-12(8-6-11)19-17(24)23-10-9-20-15(21)13-3-1-2-4-14(13)16(20)22/h1-8H,9-10H2,(H,19,24)	
DB08285	(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol	small molecule	experimental			InChIKey=SQUNOCMDMIQIQK-OAHLLOKOSA-N	InChI=1S/C19H26N6O/c1-4-15(12-26)22-18-23-17-16(13(2)3)11-21-25(17)19(24-18)20-10-14-8-6-5-7-9-14/h5-9,11,13,15,26H,4,10,12H2,1-3H3,(H2,20,22,23,24)/t15-/m1/s1	
DB08286	NAPHTHYLOXYACETIC ACID	small molecule	experimental			InChIKey=GHRYSOFWKRRLMI-UHFFFAOYSA-N	InChI=1S/C12H10O3/c13-12(14)8-15-11-7-3-5-9-4-1-2-6-10(9)11/h1-7H,8H2,(H,13,14)	
DB08287	(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE	small molecule	experimental			InChIKey=QTGNVZPFJQOWFL-XJKSGUPXSA-N	InChI=1S/C17H26N2O4S/c1-23-14-6-8-15(9-7-14)24(21,22)12-13-4-2-3-5-16(13)17(20)19-11-10-18/h6-9,13,16H,2-5,10-12,18H2,1H3,(H,19,20)/t13-,16+/m0/s1	
DB08288	CYCLOHEXYL-NORSTATINE	small molecule	experimental			InChIKey=GSYSEQUYQXPNHH-NWDGAFQWSA-N	InChI=1S/C13H25NO3/c1-9(2)17-13(16)12(15)11(14)8-10-6-4-3-5-7-10/h9-12,15H,3-8,14H2,1-2H3/t11-,12+/m0/s1	
DB08289	N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE	small molecule	experimental			InChIKey=RKJXWOJUCCBWSC-UHFFFAOYSA-N	InChI=1S/C18H26N2O4/c21-17(5-4-6-18(22)23)19-16-9-7-15(8-10-16)11-14-20(24)12-2-1-3-13-20/h7-10H,1-6,11-14H2,(H,19,21)(H,22,23)	
DB08291	N-(3-AMINOPROPYL)-2-NITROBENZENAMINE	small molecule	experimental			InChIKey=GVGDDEYVTBKACE-UHFFFAOYSA-N	InChI=1S/C9H13N3O2/c10-6-3-7-11-8-4-1-2-5-9(8)12(13)14/h1-2,4-5,11H,3,6-7,10H2	
DB08292	(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	small molecule	experimental			InChIKey=AQKZYZQONWDDLS-IWQZZHSRSA-N	InChI=1S/C16H17ClO5/c17-15-11-8-10(18)6-4-2-1-3-5-7-22-16(21)14(11)12(19)9-13(15)20/h1,3,9,19-20H,2,4-8H2/b3-1-	
DB08293	(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	small molecule	experimental			InChIKey=AQKZYZQONWDDLS-HNQUOIGGSA-N	InChI=1S/C16H17ClO5/c17-15-11-8-10(18)6-4-2-1-3-5-7-22-16(21)14(11)12(19)9-13(15)20/h1,3,9,19-20H,2,4-8H2/b3-1+	
DB08294	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	small molecule	experimental			InChIKey=QBHBHOSRLDPIHG-UHFFFAOYSA-N	InChI=1S/C8H7NO5/c10-7-2-1-5(4-8(11)12)3-6(7)9(13)14/h1-3,10H,4H2,(H,11,12)	
DB08295	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION	small molecule	experimental			InChIKey=XAYGJFACOIKJCT-UHFFFAOYSA-M	InChI=1S/C14H18N2O6/c17-12-6-5-10(8-11(12)16(21)22)9-13(18)15-7-3-1-2-4-14(19)20/h5-6,8,17H,1-4,7,9H2,(H,15,18)(H,19,20)/p-1	
DB08296	5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID	small molecule	experimental			InChIKey=XVVZSEXTAACTPS-UHFFFAOYSA-M	InChI=1S/C11H14NO7P/c13-11(14)3-1-2-8-20(17,18)19-10-6-4-9(5-7-10)12(15)16/h4-7H,1-3,8H2,(H,13,14)(H,17,18)/p-1	
DB08297	ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	small molecule	experimental			InChIKey=SWRPIVXPHLYETN-BVWHHUJWSA-N	InChI=1S/C12H15NO7/c1-6-9(14)10(15)11(16)12(19-6)20-8-5-3-2-4-7(8)13(17)18/h2-6,9-12,14-16H,1H3/t6-,9+,10+,11-,12+/m1/s1	
